geometry,u,v,key,oneway,length,n_trafficLights,n_giveWaySignal,n_stopSignal,n_pedestrianCrossings,n_cyclingPath,n_cycleParking,n_parkingLeft,n_parkingRight,n_roundaboutNearBy,n_streetLighting_segments,p_pTStop,mean_zonalSpeed,roadType_tertiary,roadType_residential,roadType_primary,roadType_unavailable,roadType_living_street,roadType_pedestrian,roadType_secondary,roadType_primary_link,roadType_service,roadType_secondary_link,roadType_tertiary_link,surfaceType_asphalt,surfaceType_unavailable,surfaceType_sett,surfaceType_paving_stones,surfaceType_paving_stones:20,surfaceType_cobblestone,surfaceType_paving_stones:30,surfaceType_unhewn_cobblestone,surfaceType_paved,numberOfLanes,maxSpeed,accidents_noSeverity,accidents_mild,accidents_severe,accidents_deceased,total_accidents_pedestrian,total_accidents_motorcycle,total_accidents_bicycle,total_accidents,total_accidents_VRU,travelDemand_micro,travelDemand_privateVehicle,n_cornering_right,mean_avg_magnitude_cornering_right,mean_max_magnitude_cornering_right,n_cornering_left,mean_avg_magnitude_cornering_left,mean_max_magnitude_cornering_left,n_brake,mean_avg_magnitude_brake,mean_max_magnitude_brake,n_speedup,mean_avg_magnitude_speedup,mean_max_magnitude_speedup
"LINESTRING (-3.7072478999999996 40.4115163, -3.7072412999999997 40.4115873, -3.7072709746795733 40.41173806306557, -3.7073245000000004 40.41201, -3.7074823394998764 40.4124990311521, -3.7075514 40.412713000000004)",1473,1476,0,True,137.92154565121845,0,1,0,3,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,0,3,0,0,2,2,0,3,4,305.4716317821121,20320,662,288,2600,1740,1765,715,1254,700,4100,0,745,255
"LINESTRING (-3.7072307 40.4110505, -3.7072390007199996 40.41127529508, -3.7072396216399994 40.41129211046, -3.7072478999999996 40.4115163)",1472,1473,0,True,51.86958970810564,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,30.0,0,0,0,0,0,0,0,0,0,350.93056695229785,35726,749,1191,1992,2046,1281,3063,203,180,3227,4,61,778
"LINESTRING (-3.7034655000000005 40.412485, -3.70337757372 40.412692085559996, -3.703025928017592 40.41352028785861, -3.702941126279999 40.41372001444, -3.7028531999999994 40.413927099999995)",1500,1114,0,True,174.12646613150042,0,0,0,2,0,0,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,20.0,0,1,0,0,0,0,0,1,0,88.53547553244235,44343,1218,1203,157,1710,1051,1524,483,2950,134,0,588,454
"LINESTRING (-3.7034655000000005 40.412485, -3.7033218064500004 40.41247612828, -3.703161 40.4124662)",1500,1485,0,True,33.90627920062645,0,1,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,30.0,0,0,0,0,0,0,0,0,0,743.1315086308153,48832,1085,1646,1636,305,1209,24,951,2962,3348,3,587,504
"LINESTRING (-3.7022268999999994 40.41371009999999, -3.7024394662199995 40.41378374979999, -3.702640633779999 40.413853450199994, -3.7028531999999994 40.413927099999995)",1119,1114,0,True,73.66601865878901,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,1,2,0,0,1,1,0,3,2,1344.81988979149,9639,1254,1829,430,1212,2444,1087,751,496,1801,0,35,332
"LINESTRING (-3.7008279000000006 40.4162179, -3.700653840474186 40.41636041086046, -3.7005546909447093 40.41644158932337, -3.7005388000000004 40.416454599999994, -3.700415399999999 40.41661749999999)",1116,1534,0,True,64.24492020425414,2,0,0,1,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,30.0,1,1,0,0,0,1,0,2,1,642.914805155961,32479,1358,1453,540,677,214,3287,378,2881,2367,4,634,882
"LINESTRING (-3.700415399999999 40.41661749999999, -3.700393290869999 40.41639359808999, -3.700304871950514 40.41549816869261, -3.7002903944199987 40.415351552939995, -3.7002682999999994 40.4151278)",1534,1536,0,True,166.3786773267009,0,0,0,1,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,30.0,1,3,0,0,3,1,0,4,4,489.0333620214883,4118,1148,733,3107,1998,773,3370,345,2205,3083,1,348,520
"LINESTRING (-3.700415399999999 40.41661749999999, -3.7001910882155524 40.416599883891266, -3.7001670999999994 40.416598, -3.699291398386904 40.41658709771848, -3.6990430655008715 40.41658400603177, -3.698897999999999 40.41658220000001, -3.6988202 40.416564599999994)",1534,1537,0,True,177.60846264810013,1,0,0,1,0,1,0,0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,3,3,0,0,3,2,0,5,5,565.799446098886,18337,1056,20,426,1155,1237,3186,1387,827,1884,4,581,305
"LINESTRING (-3.7000815999999994 40.4171267, -3.7002196199546873 40.41694905557508, -3.7002993 40.4168465, -3.7003335878207078 40.416811261625845, -3.7004002999999996 40.41674269999999, -3.7004144000000005 40.4167146, -3.700415399999999 40.41661749999999)",1532,1534,0,True,69.9016088499843,1,0,0,2,0,0,0,0,0,2,2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,2,1,0,0,0,0,1,3,1,952.8535790627692,42409,1246,785,3041,1642,2009,74,916,2353,3927,4,587,740
"LINESTRING (-3.7013238 40.4144375, -3.7013708 40.414388100000004, -3.7014061 40.41431029999998, -3.701413722551278 40.41423936360442, -3.7014257000000006 40.414127900000004, -3.7016482340438355 40.41364918470111, -3.7017048000000004 40.413527499999994, -3.701620099999998 40.41349485000792)",1117,1118,0,True,121.13603736419216,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,30.0,3,0,0,0,0,1,0,3,1,964.016304020473,12495,461,561,1228,612,34,1343,941,3038,2216,5,411,791
"LINESTRING (-3.7001968000000005 40.41454, -3.7003584 40.4145042, -3.7004175483034487 40.41449846488747, -3.7008059999999996 40.4144608, -3.70110037240826 40.41443685264115, -3.7012473000000004 40.414424899999986, -3.7013238 40.4144375)",1540,1117,0,True,126.1989631923606,0,0,0,0,0,0,1,1,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,50.0,1,2,0,1,2,1,0,4,3,577.8190705736655,35978,752,2165,1135,398,1446,1444,673,897,488,2,515,649
"LINESTRING (-3.701620099999998 40.41349485000792, -3.7018321159199985 40.41357005835514, -3.702014944759999 40.41363491317776, -3.7022268999999994 40.41371009999999)",1118,1119,0,True,71.56129695553118,1,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,2,1,0,0,0,1,1,3,2,1344.81988979149,6547,893,1341,2938,841,806,2000,167,2344,3601,3,194,85
"LINESTRING (-3.7016673 40.41234, -3.7016735859587686 40.412564897636, -3.701676299999999 40.412662, -3.701558673855146 40.41333002300292, -3.7015354 40.4134622, -3.701620099999998 40.41349485000792)",1121,1118,0,True,136.19118351969016,0,0,0,2,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,208.74130389507852,47055,485,1591,2572,618,2023,1739,1119,3105,781,2,306,459
"LINESTRING (-3.700114099999999 40.41287859999999, -3.7003222291999975 40.41296376575109, -3.7011550097307184 40.413304536673174, -3.7014119707999984 40.41340968425683, -3.701620099999998 40.41349485000792)",1548,1118,0,True,180.85176145690068,0,0,0,3,0,0,0,0,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,4,4,0,0,0,2,1,5,3,1344.81988979149,4041,627,1886,2952,117,1543,2603,1385,1446,1897,4,551,524
"LINESTRING (-3.7022268999999994 40.41371009999999, -3.7022844070099987 40.41349266264999, -3.702511527200001 40.41263390799999, -3.7025690000000004 40.4124166)",1119,1120,0,True,148.71755822749842,1,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,1,0,0,0,0,0,0,1,0,210.82920325031023,15521,627,1176,2305,294,260,1399,210,914,685,0,635,264
"LINESTRING (-3.7025690000000004 40.4124166, -3.70234483738 40.41239755723999, -3.7018914626199995 40.41235904276, -3.7016673 40.41234)",1120,1121,0,True,100.57499050776164,1,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,30.0,0,0,0,0,0,0,0,0,0,890.3643576454987,43361,1078,1668,2783,1868,131,3457,911,2435,107,2,673,61
"LINESTRING (-3.703161 40.4124662, -3.7029368687999993 40.41244742144, -3.702793131200001 40.41243537856, -3.7025690000000004 40.4124166)",1485,1120,0,True,66.02793752518042,1,1,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,30.0,1,0,0,0,0,0,0,1,0,1633.495866276314,23755,1310,441,1358,1136,2570,2949,1024,3215,3029,3,747,343
"LINESTRING (-3.7016673 40.41234, -3.70144241554 40.41234464544, -3.7005428449363 40.41236322787681, -3.7004979844600006 40.41236415456001, -3.7002731000000004 40.41236880000001)",1121,1501,0,True,154.98304978202358,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,30.0,2,0,0,0,0,0,0,2,0,645.194465392388,38149,418,856,919,369,1220,3099,288,230,2264,1,560,751
"LINESTRING (-3.7016673 40.41234, -3.7016664749899997 40.41214204613, -3.7016656 40.41193209999999)",1121,1491,0,True,45.33399552741062,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,405.975503653277,4557,702,627,1431,583,695,3413,92,3061,4064,3,190,466
"LINESTRING (-3.7002731000000004 40.41236880000001, -3.7000482116000004 40.41236318410001, -3.6997851884000004 40.4123566159, -3.6995603000000004 40.412351)",1501,1502,0,True,79.24457619006162,1,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,30.0,2,0,0,0,0,1,0,2,1,735.4341710691713,328,1045,1402,3073,103,174,700,1112,2139,123,3,88,529
"LINESTRING (-3.7002229 40.41188175003912, -3.7002133000000006 40.4120376, -3.700225528426892 40.41210532667202, -3.7002332760975225 40.41214823684781, -3.7002731000000004 40.41236880000001)",1490,1501,0,True,54.84984270297405,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,556.2339438712324,11126,687,2182,2959,825,1893,1208,1059,2731,3297,1,449,130
"LINESTRING (-3.7016656 40.41193209999999, -3.70166738704 40.41172515084, -3.7016691999999995 40.4115152)",1491,1486,0,True,46.3355765338794,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,405.975503653277,26983,474,28,1485,280,610,3179,728,2688,2982,1,508,721
"LINESTRING (-3.7016656 40.41193209999999, -3.7018904093955878 40.411924623540735, -3.7025376000000003 40.411903099999996, -3.70278905364708 40.411883510322205, -3.702869288385192 40.41187725957705, -3.7030934 40.4118598)",1491,1449,0,True,158.93988734445895,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,20.0,0,2,0,0,0,1,0,2,1,157.33368578332505,33960,978,1967,138,22,2246,423,593,2504,888,3,337,27
"LINESTRING (-3.7002229 40.41188175003912, -3.700210399999999 40.4119543, -3.700361677640155 40.411951992163544, -3.7012613764855486 40.41193826668637, -3.701440711995389 40.4119355308093, -3.7016656 40.41193209999999)",1490,1491,0,True,169.93022594872193,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,156.27679608890983,16015,359,960,1263,829,2390,3229,1241,833,3716,5,112,866
"LINESTRING (-3.7004973 40.407766600000016, -3.7006323791999995 40.407586771960005, -3.7008002208 40.40736332804, -3.7009352999999994 40.4071835)",1135,1136,0,True,81.05147215961412,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,444.9131019241205,11410,753,1425,1658,613,1735,263,363,1559,5,1,502,101
"LINESTRING (-3.7004973 40.407766600000016, -3.70061241017 40.407959830050004, -3.700688242779999 40.4080871267, -3.7008031999999993 40.4082801)",1135,1137,0,False,66.46438210031219,0,0,0,1,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,50.0,0,1,0,0,0,0,0,1,0,600.285668552975,32701,233,701,399,1484,1183,1010,283,1923,4426,5,749,724
"LINESTRING (-3.7008031999999993 40.4082801, -3.700688089829999 40.40808686994999, -3.70061225722 40.407959573300005, -3.7004973 40.407766600000016)",1137,1135,0,False,66.46438210031219,0,0,0,1,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,30.0,0,0,0,0,0,0,0,0,0,600.285668552975,24480,322,926,2883,2051,1738,860,959,2164,1230,1,129,52
"LINESTRING (-3.7002146999999996 40.40739845000299, -3.700274199999999 40.407378399999985, -3.700354996714504 40.40751898845616, -3.70038521771972 40.40757157381799, -3.7004973 40.407766600000016)",4891,1135,0,True,56.73971683334643,0,0,0,2,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,0,0,0,0,0,0,0,0,0,397.19152747861017,2864,720,2024,326,1606,1978,1327,603,134,567,3,60,502
"LINESTRING (-3.7009352999999994 40.4071835, -3.7010839799999995 40.407352268000004, -3.7011996199999992 40.407483532, -3.7013483 40.4076523)",1136,1138,0,True,69.43674770657198,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,305.3760025240164,22508,425,2153,2246,228,1238,2453,166,2486,1736,3,711,484
"LINESTRING (-3.7009352999999994 40.4071835, -3.7008182384399984 40.40699133341, -3.7003501687181024 40.406222956819605, -3.7001871615599984 40.40595536659, -3.700070099999999 40.4057632)",1136,1139,0,True,184.83264868512444,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,20.0,1,0,0,0,0,0,0,1,0,76.41752892673584,32667,145,1715,2657,350,1977,2070,1283,128,1347,5,62,671
"LINESTRING (-3.7009352999999994 40.4071835, -3.7009901 40.407140999999996, -3.7010873746312947 40.40701956468458, -3.7011111995316575 40.406989822250694, -3.7012517999999996 40.40681429999999)",1136,1140,0,True,54.232789165255866,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,0,0,0,0,0,0,0,0,0,444.9131019241205,21811,229,1373,114,963,2098,1768,1398,2390,1963,5,135,652
"LINESTRING (-3.7008031999999993 40.4082801, -3.7007664 40.4083432, -3.7007101999999996 40.40837769999999, -3.700642511476847 40.408383756341536, -3.7005962 40.40838789999999, -3.7004374000000007 40.40837759999999)",1137,1141,0,True,46.06059701690408,0,0,0,2,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,393.9056722418394,16861,572,428,2067,1426,1127,2681,593,2549,1419,4,567,676
"LINESTRING (-3.7008031999999993 40.4082801, -3.700868851039999 40.4083769058, -3.7009367999999996 40.4084771)",1137,1142,0,False,26.459881161834904,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,727.3534836409879,47755,340,760,327,1377,1386,3285,1343,1746,3839,2,370,674
"LINESTRING (-3.7009367999999996 40.4084771, -3.7008711489599984 40.40838029419999, -3.7008031999999993 40.4082801)",1142,1137,0,False,26.459881161834904,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,0,0,0,0,0,0,0,0,0,727.3534836409879,9372,217,1762,1722,1951,1772,2550,739,2846,3978,5,621,773
"LINESTRING (-3.7013483 40.4076523, -3.70151075247 40.407574896469995, -3.7016734000000002 40.4074974)",1138,1143,0,True,40.02300720283358,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,41.17778931737484,43334,394,913,2705,701,192,2384,112,653,2117,0,749,737
"LINESTRING (-3.7013483 40.4076523, -3.7014961816399996 40.40782183522, -3.7016088592 40.4079510116, -3.7017567 40.408120499999995)",1138,1144,0,True,69.0508284857605,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,305.3760025240164,12111,1214,2259,1698,229,2373,1724,382,2090,3955,3,641,832
"LINESTRING (-3.700070099999999 40.4057632, -3.7002870978026103 40.405704033733954, -3.70082227505407 40.40555811317963, -3.7009935999999994 40.4055114, -3.700965100000002 40.40547360001059)",1139,1145,0,True,111.64622094412302,2,0,0,1,0,1,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,50.0,2,7,0,0,0,6,1,5,5,387.5946926888676,14974,1180,1811,1966,935,693,2820,1009,2848,408,0,696,535
"LINESTRING (-3.699372449999999 40.405913200008534, -3.6993897000000002 40.40594709999999, -3.699570124709057 40.40589833441505, -3.699852956399746 40.40582189004716, -3.700070099999999 40.4057632)",4896,1139,0,True,82.56005322942394,2,0,0,2,0,1,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,50.0,0,0,0,0,0,0,0,0,0,374.1366032301737,6694,714,2031,415,566,1849,2045,1180,154,3013,2,537,65
"LINESTRING (-3.7012517999999996 40.40681429999999, -3.7013861978999993 40.40663388599999, -3.7015003021 40.40648071399998, -3.701634699999999 40.40630029999999)",1140,1146,0,True,71.2338057581029,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,1,0,0,0,0,1,1,1,444.9131019241205,42629,1234,631,912,687,59,516,563,1667,1089,2,544,639
"LINESTRING (-3.7016734000000002 40.4074974, -3.70155526768 40.40730599537999, -3.701369932319999 40.40700570462, -3.7012517999999996 40.40681429999999)",1143,1140,0,True,89.21438220920197,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,39.94001540183327,17788,138,1924,1854,1200,456,906,1371,391,2608,3,142,428
"LINESTRING (-3.7004374000000007 40.40837759999999, -3.700215288280001 40.40834222891999, -3.69989781172 40.40829167107999, -3.6996757 40.408256299999984)",1141,1423,0,True,85.72128663510966,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,20.0,0,1,0,0,0,1,0,1,1,393.9056722418394,575,1105,63,397,1321,935,3297,416,354,1952,4,330,447
"LINESTRING (-3.699857799999999 40.4089536, -3.700025172737826 40.408803288049995, -3.7003140847884275 40.40854382564131, -3.7004061999999993 40.40846109999999, -3.7004411 40.40842459999998, -3.7004374000000007 40.40837759999999)",1426,1141,0,True,93.1598551686819,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,105.45664442189675,24089,882,1508,3293,130,1953,2768,1219,1983,3347,0,624,750
"LINESTRING (-3.7009367999999996 40.4084771, -3.7009601044499996 40.40870081278954, -3.7009838025799993 40.40892830473933, -3.7010070999999996 40.409151950043864)",1142,1422,0,True,75.41988749237248,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,1,0,0,0,0,0,0,1,0,499.0973592853017,43025,664,1924,1330,967,262,2295,1447,311,2644,3,307,87
"LINESTRING (-3.7017567 40.408120499999995, -3.7015504131599988 40.408210220559994, -3.7011430868399993 40.40838737944, -3.7009367999999996 40.4084771)",1144,1142,0,True,99.36843577967257,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,262.99167941901663,39821,500,1209,308,201,190,444,836,2898,1318,3,76,470
"LINESTRING (-3.701402549999998 40.4089757000102, -3.701468999999999 40.4089386, -3.701352499122479 40.40884599319694, -3.7011316000000005 40.40867039999999, -3.701096129426879 40.40863520255757, -3.7009367999999996 40.4084771)",1429,1142,0,True,86.91048579466518,0,0,0,1,0,1,0,0,0,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,443.1742996514862,16332,1040,1359,241,1199,828,3093,1398,2485,395,5,204,655
"LINESTRING (-3.7016734000000002 40.4074974, -3.7018771619199997 40.407402136639995, -3.7021470380800006 40.40727596336, -3.7023508 40.4071807)",1143,1418,0,True,83.10712916721569,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,41.17778931737484,30794,507,782,2942,643,1326,2149,85,3402,143,4,311,864
"LINESTRING (-3.7017567 40.408120499999995, -3.7019065612499995 40.408288240649995, -3.70203933875 40.40843685935, -3.7021891999999994 40.408604600000004)",1144,1419,0,True,72.14702357806978,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,305.3760025240164,848,998,2252,2008,580,1618,1940,690,1624,1735,1,516,578
"LINESTRING (-3.7027028000000004 40.407706499999996, -3.7024967394200003 40.40779666919998, -3.70196276058 40.40803033079999, -3.7017567 40.408120499999995)",1436,1144,0,True,114.77778363085598,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,262.99167941901663,37085,1292,527,2011,225,1684,1059,716,1949,1040,3,211,848
"LINESTRING (-3.700965100000002 40.40547360001059, -3.7009935999999994 40.4055114, -3.70116540770093 40.40546654517282, -3.7018581 40.40528570000001, -3.7020350380298885 40.4052358910623, -3.702127327461823 40.405209911127024, -3.7022993 40.4051615, -3.7023147948322244 40.4051179228416)",1145,4898,0,True,160.64221408899826,2,0,0,3,0,0,0,0,0,2,2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,50.0,4,4,1,0,3,3,0,5,5,709.7864069411413,41805,1074,1331,1183,1600,1883,238,896,1948,1578,5,137,611
"LINESTRING (-3.700965100000002 40.40547360001059, -3.7009366 40.4054358, -3.700765580189882 40.40548376211318, -3.6998992539283617 40.405726721324626, -3.6995351778869128 40.40582882561474, -3.6993552 40.40587929999999, -3.699372449999999 40.405913200008534)",1145,4896,0,True,192.0311035314317,4,0,0,3,0,3,0,0,0,2,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,0,6,0,0,1,5,0,5,5,384.72256385849255,36336,1209,1469,2569,665,2441,2204,159,3273,3116,4,82,360
"LINESTRING (-3.700965100000002 40.40547360001059, -3.700835332690001 40.40528985609877, -3.7003398918199997 40.404588337021806, -3.7002102000000003 40.404404699999986)",1145,4899,0,True,145.44396671786765,0,0,0,1,0,1,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,1,0,0,0,0,0,1,0,382.1772176249713,29659,1322,1731,2170,1744,1824,2456,1395,2208,2303,1,138,789
"LINESTRING (-3.701634699999999 40.40630029999999, -3.7014931465600003 40.40612553562223, -3.701106586480002 40.40564828171835, -3.700965100000002 40.40547360001059)",1146,1145,0,True,118.25518019181771,2,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,442.8209396568635,18165,1127,1306,1412,938,1668,1208,147,2142,1221,3,285,37
"LINESTRING (-3.7016849 40.4052173, -3.7014690020293486 40.40528034116876, -3.7011070554314904 40.40538602783405, -3.7009366 40.4054358, -3.700965100000002 40.40547360001059)",4910,1145,0,True,91.90150350979536,2,0,0,1,0,1,0,0,0,2,2,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,0,0,0,0,0,0,0,0,0,384.72256385849255,18441,1033,1437,2892,753,2547,1039,740,1975,3702,4,300,35
"LINESTRING (-3.701634699999999 40.40630029999999, -3.7017697908774734 40.406120349900036, -3.7022137999999996 40.4055289, -3.702366605196596 40.40548081756197, -3.7024418461333033 40.40545714187712, -3.7025227 40.40543170000001, -3.7026483718245453 40.40536943182085)",1146,1446,0,True,158.78032424908977,1,0,0,2,0,1,0,0,0,1,2,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,0,1,0,0,0,1,0,1,1,274.15987833871304,30612,154,1898,2104,1713,2333,2112,1067,734,3139,0,132,124
"LINESTRING (-3.7023508 40.4071807, -3.7022088689799992 40.40700620472, -3.70177663102 40.40647479527998, -3.701634699999999 40.40630029999999)",1418,1146,0,True,126.13488631522524,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,20.0,1,1,1,0,0,0,2,3,2,442.8209396568635,9564,1310,1318,3084,1799,1516,683,1152,328,3960,0,475,374
"LINESTRING (-3.6996757 40.408256299999984, -3.699453471939999 40.40822126452999, -3.6985646513628887 40.40808113710115, -3.69824812806 40.408031235470006, -3.6980259 40.40799620000001)",1423,1424,0,True,185.6218316732067,0,0,0,2,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,0,0,0,0,0,0,0,0,0,393.9056722418394,12100,832,17,582,987,164,2565,162,456,1144,5,583,287
