geometry,u,v,key,oneway,length,n_trafficLights,n_giveWaySignal,n_stopSignal,n_pedestrianCrossings,n_cyclingPath,n_cycleParking,n_parkingLeft,n_parkingRight,n_roundaboutNearBy,n_streetLighting_segments,p_pTStop,mean_zonalSpeed,roadType_tertiary,roadType_residential,roadType_primary,roadType_unavailable,roadType_living_street,roadType_pedestrian,roadType_secondary,roadType_primary_link,roadType_service,roadType_secondary_link,roadType_tertiary_link,surfaceType_asphalt,surfaceType_unavailable,surfaceType_sett,surfaceType_paving_stones,surfaceType_paving_stones:20,surfaceType_cobblestone,surfaceType_paving_stones:30,surfaceType_unhewn_cobblestone,surfaceType_paved,numberOfLanes,maxSpeed,accidents_noSeverity,accidents_mild,accidents_severe,accidents_deceased,total_accidents_pedestrian,total_accidents_motorcycle,total_accidents_bicycle,total_accidents,total_accidents_VRU,travelDemand_micro,travelDemand_privateVehicle,n_cornering_right,mean_avg_magnitude_cornering_right,mean_max_magnitude_cornering_right,n_cornering_left,mean_avg_magnitude_cornering_left,mean_max_magnitude_cornering_left,n_brake,mean_avg_magnitude_brake,mean_max_magnitude_brake,n_speedup,mean_avg_magnitude_speedup,mean_max_magnitude_speedup
"LINESTRING (-3.6921135 40.420482, -3.6918904298899995 40.42045278745999, -3.690998286333315 40.4203359552258, -3.6909788701100004 40.420333412539996, -3.6907558000000003 40.420304200000004)",2706,2708,0,True,152.1818240524587,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,1,0,0,0,0,0,0,1,0,29.768224250254008,12062,8,1709,698,1860,601,2167,692,2558,798,3,720,772
"LINESTRING (-3.69241135 40.419564600000214, -3.6924862000000003 40.419559, -3.6924421623864276 40.41970232144924, -3.6924032999999996 40.4198288, -3.692204700716535 40.42027643648019, -3.6921135 40.420482)",2713,2706,0,True,119.131709619436,0,0,0,1,0,0,1,1,0,3,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,1,2,0,0,1,1,1,3,3,1588.193299714533,18098,540,1183,2744,141,1171,1117,177,2715,4371,2,505,685
"LINESTRING (-3.6918252000000003 40.42117529999999, -3.69173088968 40.42137949073999, -3.691368310319999 40.42216450925999, -3.6912739999999995 40.42236869999999)",2707,2709,0,True,146.09800422267824,1,0,0,1,0,0,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,4,1,0,0,0,4,0,5,4,622.3198356128286,11085,485,1436,2031,980,1835,130,1212,548,4188,3,194,506
"LINESTRING (-3.6905634000000003 40.4206847, -3.69077311116 40.42076623772001, -3.6916116981404397 40.42109228841947, -3.6916154888399997 40.42109376228, -3.6918252000000003 40.42117529999999)",2710,2707,0,True,150.46216118659368,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,20.0,2,0,0,0,0,0,1,2,1,181.23078833695703,4643,266,1465,3160,213,113,3044,688,1867,2939,1,700,805
"LINESTRING (-3.6907558000000003 40.420304200000004, -3.6906624090399993 40.420488894699986, -3.6905634000000003 40.4206847)",2708,2710,0,True,47.38719992475111,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,32.33194669619137,9382,1134,437,1625,934,2312,521,1137,67,841,2,533,446
"LINESTRING (-3.6907558000000003 40.420304200000004, -3.690850834180001 40.42010032660001, -3.6909278658200004 40.4199350734, -3.6910229 40.4197312)",2708,2711,0,True,70.26159872314008,0,0,0,2,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,44.51691784582876,14592,1345,1321,926,196,456,2554,666,301,3826,0,113,28
"LINESTRING (-3.6912739999999995 40.42236869999999, -3.6911845796726914 40.42257512540312, -3.690976949846146 40.4230544355548, -3.6909534000000006 40.42310880000001, -3.69111743250755 40.42313166001713)",2709,2712,0,True,108.05113833544463,3,0,0,2,0,0,0,0,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,4,0,0,0,0,1,0,4,1,622.3198356128286,34165,599,1386,219,1657,452,2685,263,1669,1128,3,112,832
"LINESTRING (-3.6915573 40.422418600000306, -3.6914243756399996 40.422395186920156, -3.6912739999999995 40.42236869999999)",2716,2709,0,True,31.9935458195142,2,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,99.78340340746036,27843,188,1923,1412,1906,1199,2402,298,487,2946,2,671,246
"LINESTRING (-3.6901942000000005 40.4205419, -3.6903704191599997 40.42061005844, -3.6905634000000003 40.4206847)",2730,2710,0,True,43.99483043603964,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,30.0,0,0,0,0,0,0,0,0,0,181.23078833695703,16644,1076,1421,105,1978,1335,3202,876,1291,1128,2,609,794
"LINESTRING (-3.6910229 40.4197312, -3.6912463016049997 40.419704394060034, -3.692139622781832 40.419597204526475, -3.692188226085 40.41959137262019, -3.69241135 40.419564600000214)",2711,2713,0,True,155.43561225612854,0,0,0,1,0,1,0,0,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,50.0,5,6,0,0,1,4,3,5,5,1622.3411069436902,17355,1290,871,2635,742,2605,1358,1147,2540,4133,2,480,729
"LINESTRING (-3.6891757999999992 40.42014165000489, -3.6892771000000004 40.420026, -3.689340124556222 40.419992933304584, -3.6894332000000003 40.41994409999999, -3.6902208763910647 40.419838610722984, -3.6908017010299594 40.41976082399239, -3.6910229 40.4197312)",21100,2711,0,True,215.1320265385436,1,0,0,3,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,50.0,0,2,0,0,0,1,1,2,2,1049.3561523692408,40614,159,108,2079,1502,891,419,1199,3261,3928,4,543,160
"LINESTRING (-3.6896838 40.42283510000001, -3.6899033176446845 40.42288428923181, -3.690761099999999 40.423076499999986, -3.690781610488102 40.423079675008864, -3.690895119088393 40.42309724605896, -3.69111743250755 40.42313166001713)",2736,2712,0,True,162.77717336667754,2,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,5,1,0,0,0,1,0,5,1,360.3263138500525,28033,1127,129,126,254,1622,240,657,1082,1505,0,275,775
"LINESTRING (-3.69111743250755 40.42313166001713, -3.6909534000000006 40.42310880000001, -3.6909333730643032 40.42316454675428, -3.690842499999999 40.423417499999985, -3.690578486805423 40.42399065547382, -3.6903688313683993 40.42444580379148, -3.6903505 40.42448559999998, -3.6903216020476917 40.4246643161591)",2712,2729,0,True,205.6816178573564,4,0,0,4,0,0,0,0,0,3,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,50.0,6,13,0,0,1,6,4,5,5,441.0662289574637,17336,633,675,1659,1399,2351,2945,375,11,3537,3,244,756
"LINESTRING (-3.69111743250755 40.42313166001713, -3.6911680999999996 40.4231378, -3.6910949383823275 40.42329554036348, -3.690716361945625 40.42411177142338, -3.6905478 40.4244752, -3.6904858985150444 40.42459373829573, -3.690436099999999 40.4246891, -3.6903216020476917 40.4246643161591)",2712,2729,1,True,209.38172222587428,3,0,0,3,0,0,0,0,0,2,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,50.0,0,0,0,0,0,0,0,0,0,262.37105943506026,21461,1211,51,1159,44,176,165,960,1094,21,1,606,803
"LINESTRING (-3.69111743250755 40.42313166001713, -3.691339281442623 40.42316867897435, -3.6915132000000006 40.423197699999996, -3.6915468551276067 40.42320647202888, -3.6917645000000006 40.4232632)",2712,2728,0,False,73.46211549101665,3,0,0,3,0,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,0,1,0,0,1,0,0,1,1,312.280013723495,34716,978,1200,1837,6,1502,635,418,2706,2168,0,370,366
"LINESTRING (-3.69111743250755 40.42313166001713, -3.6912733 40.4231543, -3.691302235257586 40.42309338059077, -3.691550102211746 40.4225715290617, -3.6916197000000004 40.422425, -3.6915573 40.422418600000306)",2712,2716,0,True,114.20955667836284,2,0,0,2,0,0,0,0,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,50.0,0,3,0,0,0,3,0,3,3,168.43221340182305,19682,199,1248,678,1408,277,1674,899,941,222,0,421,719
"LINESTRING (-3.6917645000000006 40.4232632, -3.6915468551276067 40.42320647202888, -3.6915132000000006 40.423197699999996, -3.691339281442623 40.42316867897435, -3.69111743250755 40.42313166001713)",2728,2712,0,False,73.46211549101663,3,0,0,3,0,0,0,0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,50.0,0,0,0,0,0,0,0,0,0,312.280013723495,12164,504,662,1894,1542,1847,3208,1399,2553,3365,1,49,214
"LINESTRING (-3.6915573 40.422418600000306, -3.6914949000000004 40.4224122, -3.691428288282136 40.422560099212, -3.6912395119654766 40.422979242710674, -3.6911680999999996 40.4231378, -3.69111743250755 40.42313166001713)",2716,2712,0,True,101.08791996844376,2,0,0,1,0,0,0,0,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,50.0,0,0,0,0,0,0,0,0,0,264.7233708181647,32447,272,1227,2839,1834,1056,844,1059,2239,4216,3,126,251
"LINESTRING (-3.6923163 40.4193993, -3.6922804000000005 40.4194697, -3.6922978718624315 40.419522852796675, -3.6923041 40.4195418, -3.6923365 40.419570199999995, -3.69241135 40.419564600000214)",4838,2713,0,True,30.651761545823767,0,0,0,0,0,0,0,0,0,2,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,117.91399126247912,15213,908,499,2585,1626,958,3224,1413,760,114,2,58,819
"LINESTRING (-3.6903216020476917 40.4246643161591, -3.6902142 40.42452379999999, -3.6901704 40.4245084, -3.690168852838644 40.42450799600946, -3.689298243595055 40.42428066490454, -3.6884276343514673 40.424053333799634, -3.6883367626795764 40.424029605637166, -3.6882747000000005 40.424013399999986, -3.6881246999999995 40.4239576)",2729,633,0,True,260.42871401269434,2,0,0,2,0,0,1,1,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,50.0,0,0,0,0,0,0,0,0,0,429.7953078487985,40856,506,1150,1974,1774,1303,3058,1420,3027,3607,4,498,897
"LINESTRING (-3.6903216020476917 40.4246643161591, -3.69021736714698 40.42485345368392, -3.6901991 40.4248866, -3.6901229999999994 40.4250635)",2729,2744,0,True,49.632462827480985,0,0,0,0,0,0,0,0,0,2,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,50.0,0,0,0,0,0,0,0,0,0,629.2030004183862,22383,567,984,2711,66,2457,1674,805,2445,4043,2,735,841
"LINESTRING (-3.6917645000000006 40.4232632, -3.69185948798 40.42305929347, -3.6920493120199995 40.42265180653, -3.692144299999999 40.4224479)",2728,2714,0,True,99.9612809449009,0,0,0,2,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,30.0,1,0,0,0,0,0,0,1,0,612.0381846914041,44628,1209,188,3139,649,758,2536,719,1984,1475,1,576,653
"LINESTRING (-3.6917645000000006 40.4232632, -3.6919836672000006 40.42331385620009, -3.6926635327999984 40.42347099380034, -3.692882699999999 40.423521650000424)",2728,2726,0,False,127.55241730247153,1,0,0,2,0,0,0,0,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,2,4,0,0,0,5,1,5,5,475.1536413794346,23092,356,506,2220,1663,2301,176,939,3264,441,1,519,75
"LINESTRING (-3.692882699999999 40.423521650000424, -3.6926635327999984 40.42347099380034, -3.6919836672000006 40.42331385620009, -3.6917645000000006 40.4232632)",2726,2728,0,False,127.55241730247153,1,0,0,2,0,0,0,0,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,0,0,0,0,0,0,0,0,0,475.1536413794346,34099,1255,1690,1341,1184,404,3459,491,1689,368,2,452,379
"LINESTRING (-3.6909553 40.425131500000006, -3.6909835999999996 40.4249786, -3.6910105142180147 40.424914690965956, -3.6910111 40.42491330000001, -3.6913841983772033 40.424096138290125, -3.6916711152397954 40.42346773171332, -3.6917645000000006 40.4232632)",2738,2728,0,True,226.7585035752659,1,0,0,2,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,30.0,3,3,0,0,0,2,0,5,2,612.0381846914041,16270,1291,985,3209,1800,2321,1277,1159,1631,291,3,677,49
"LINESTRING (-3.6915573 40.422418600000306, -3.6916197000000004 40.422425, -3.6916857377688457 40.422276798323885, -3.6917694112756414 40.422089018600715, -3.6918609 40.4218837)",2716,2718,0,True,72.85113398541095,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.0,50.0,0,0,0,0,0,0,0,0,0,200.1914897965716,2566,1088,853,2175,368,368,2909,100,3139,4484,2,250,752
"LINESTRING (-3.692144299999999 40.4224479, -3.6919196551 40.422436686890116, -3.691781710099999 40.42242980139019, -3.6915573 40.422418600000306)",2714,2716,0,True,65.34767877430741,1,0,0,3,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,0,0,0,0,0,0,0,0,0,201.16435025485396,15545,542,1358,145,444,1707,694,680,639,1808,5,76,123
"LINESTRING (-3.692144299999999 40.4224479, -3.6922390725599996 40.422243889979995, -3.6923083274399997 40.42209481002, -3.6924031 40.42189079999999)",2714,2715,0,True,68.27027780739016,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,30.0,1,0,0,0,0,0,0,1,0,612.0381846914041,16471,27,1586,919,1421,1290,307,840,2573,481,1,657,893
"LINESTRING (-3.694153 40.4224988, -3.69392822647 40.42249310429, -3.6930287511389124 40.4224703117902, -3.692369073529999 40.422453595709996, -3.692144299999999 40.4224479)",2719,2714,0,True,223.31702837102,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,0,2,0,0,0,1,0,2,1,286.86561683415226,8483,234,73,970,1473,1774,682,615,3199,4577,4,599,570
"LINESTRING (-3.6924031 40.42189079999999, -3.6926279924799994 40.42189393196, -3.6935276571811833 40.42190646111996, -3.693951807519999 40.42191236804, -3.694176699999999 40.4219155)",2715,2717,0,True,197.13524805127992,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,1,0,0,0,1,0,1,1,161.54991140545775,48640,21,1934,3067,1497,576,1716,803,3068,1708,4,329,863
"LINESTRING (-3.6918609 40.4218837, -3.69208580456 40.42188664508001, -3.6921781954399995 40.42188785491999, -3.6924031 40.42189079999999)",2718,2715,0,True,60.26526728594504,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,0,0,0,0,0,0,0,0,0,64.21517778319938,38050,1269,1091,156,1223,2082,1909,1323,2736,1468,2,512,307
"LINESTRING (-3.694176699999999 40.4219155, -3.6941675683899997 40.42214024548999, -3.69416213161 40.42227405451, -3.694153 40.4224988)",2717,2719,0,True,64.88086920114156,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,0,0,0,0,0,0,0,0,0,93.97164225039832,34010,791,2171,1901,394,1858,3196,515,499,1086,5,21,243
"LINESTRING (-3.694176699999999 40.4219155, -3.6944015966799997 40.42191863944, -3.69530131680328 40.42193119906224, -3.6954275033200004 40.42193296056, -3.6956524 40.4219361)",2717,2720,0,True,164.0238017428041,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,1,1,0,0,0,1,0,2,1,161.54991140545775,30057,99,1268,3030,729,2111,2727,1196,3250,3209,0,353,844
"LINESTRING (-3.694153 40.4224988, -3.6941444839600006 40.42272356557999, -3.6941409160400003 40.42281773442, -3.6941324 40.4230425)",2719,2721,0,True,60.46963096016599,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,50.0,0,0,0,0,0,0,0,0,0,93.97164225039832,12796,172,1899,360,1153,575,1037,538,453,1317,3,467,870
"LINESTRING (-3.695607499999999 40.4225342, -3.6953826342999982 40.42252872716, -3.6944831654492805 40.42250683565274, -3.6943778657000004 40.42250427284001, -3.694153 40.4224988)",2992,2719,0,True,161.6995463969533,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,286.86561683415226,37186,122,1760,1625,700,1277,2110,1108,2262,898,1,43,32
"LINESTRING (-3.6956524 40.4219361, -3.6956542545600004 40.4217112, -3.69565724544 40.42134849999999, -3.6956591000000003 40.4211236)",2720,2722,0,True,90.31194879966306,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,0,1,0,0,0,0,1,1,1,545.6352401223397,8357,33,1148,2407,850,1892,2889,981,1487,2407,1,402,685
"LINESTRING (-3.6956524 40.4219361, -3.695877162022127 40.421946847456354, -3.6963257999999994 40.4219683, -3.6967735908827337 40.422018286885276, -3.6970999637382964 40.42205471987917, -3.697225199999999 40.42206869999998, -3.6973240000000005 40.42206599999998)",2720,2723,0,True,186.5010190387819,1,0,0,2,0,2,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,30.0,2,0,0,0,0,1,0,2,1,320.47309252013986,36153,372,1304,2645,1800,264,820,1017,2583,164,3,216,879
"LINESTRING (-3.695607499999999 40.4225342, -3.6956243375 40.422309912500005, -3.6956355669899996 40.422160327689994, -3.6956524 40.4219361)",2992,2720,0,True,66.66776803218734,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,30.0,0,0,0,0,0,0,0,0,0,545.6352401223397,8321,578,1763,1679,1786,1407,429,197,1692,1138,0,520,925
"LINESTRING (-3.6941324 40.4230425, -3.6943571350399997 40.42305308832, -3.695002864959999 40.423083511680005, -3.6952275999999995 40.42309410000001)",2721,2724,0,True,121.85445390148172,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,50.0,0,1,0,0,1,0,0,1,1,79.80949745295,47376,10,565,2968,1554,1100,867,858,2716,581,4,553,572
"LINESTRING (-3.6941324 40.4230425, -3.694122220458354 40.42326718543223, -3.694105896508686 40.42362749180104, -3.6940977999999998 40.4238062, -3.6941431499999986 40.423814050000445)",2721,2725,0,True,90.08032889941228,1,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,20.0,1,0,0,0,0,0,0,1,0,93.97164225039832,1548,668,1690,2751,7,769,634,296,107,1139,3,550,866
"LINESTRING (-3.6941324 40.4230425, -3.6939075289931567 40.4230384627035, -3.6930796999999997 40.4230236, -3.6930325 40.4230642, -3.6930288833089384 40.42307308617105, -3.692921588764696 40.42333670771254, -3.6928837 40.423429799999994, -3.6928516000000005 40.42351420000001, -3.692882699999999 40.423521650000424)",2721,2726,0,True,181.6281889583589,0,0,0,1,0,1,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,30.0,1,0,0,0,0,0,0,1,0,58.512038836011286,38506,483,94,1875,1929,577,1110,735,2720,3240,2,510,167
"LINESTRING (-3.6956591000000003 40.4211236, -3.6956558239999993 40.420898627, -3.69564677444 40.42027716587, -3.6956435 40.42005229999999)",2722,2995,0,True,119.08063889463708,0,0,0,2,0,0,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,30.0,1,1,0,0,0,1,0,2,1,545.6352401223397,12410,1339,40,2230,354,1070,2201,804,860,4020,4,480,885
"LINESTRING (-3.6967234 40.42115529999999, -3.6965324999999996 40.42113599999999, -3.6964994787232577 40.42113553118406, -3.6958839750772983 40.42112679263906, -3.6956591000000003 40.4211236)",3013,2722,0,True,118.4040868280385,0,0,0,1,0,2,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,73.89363834200573,38609,1149,472,2056,653,368,2136,730,677,697,3,592,771
"LINESTRING (-3.6973240000000005 40.42206599999998, -3.6975248079100003 40.422116019689994, -3.6977371 40.422168899999996)",2723,2996,0,True,47.31442161427768,0,0,0,0,0,1,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,50.0,0,0,0,0,0,0,0,0,0,320.47309252013986,9089,507,956,3338,1047,2149,2674,1074,197,2140,2,312,293
"LINESTRING (-3.6973240000000005 40.42206599999998, -3.6971801227000003 40.42223892994999, -3.696917677299999 40.422554370049994, -3.696773799999999 40.42272729999999)",2723,2997,0,True,95.6078200454742,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,20.0,0,0,0,0,0,0,0,0,0,110.72848947320556,17814,580,1343,2738,1262,1221,1125,1345,848,795,5,649,911
"LINESTRING (-3.6973585 40.421226499999996, -3.6973492643500006 40.42145123415, -3.69733323565 40.421841265849984, -3.6973240000000005 40.42206599999998)",3007,2723,0,True,93.37994486644668,0,0,0,1,0,3,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,50.0,0,1,0,0,0,1,0,1,1,137.9043325560695,34498,716,366,2273,563,1937,1625,1164,536,1252,3,686,88
"LINESTRING (-3.6952275999999995 40.42309410000001, -3.6953983667487496 40.4231021333026, -3.6955166999999998 40.423107699999996, -3.6955759 40.4230961)",2724,2727,0,True,38.87225226634981,0,1,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,79.80949745295,27874,631,1828,1553,1224,1763,2046,873,2451,3727,1,370,542
"LINESTRING (-3.6950547000000005 40.4236412, -3.695122476799999 40.4234267368, -3.6951598231999996 40.423308563199996, -3.6952275999999995 40.42309410000001)",2983,2724,0,True,63.768302196476014,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,50.0,0,0,0,0,0,0,0,0,0,57.10708022730586,34685,725,1558,1113,1112,1519,799,1404,3270,3388,3,37,221
"LINESTRING (-3.6941431499999986 40.423814050000445, -3.693924083789998 40.42376323088044, -3.6931017662099985 40.42357246912043, -3.692882699999999 40.423521650000424)",2725,2726,0,False,143.81425715335658,3,0,0,2,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,0,0,0,0,0,0,0,0,0,475.1536413794346,11742,369,521,1258,2055,550,1806,1052,3219,2739,3,421,418
"LINESTRING (-3.6941431499999986 40.423814050000445, -3.6943306536875173 40.4238775041066, -3.6943924 40.4238984, -3.694534215312048 40.42391233824011)",2725,5285,0,True,45.15594052325016,1,0,0,2,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.0,50.0,0,0,0,0,0,0,0,0,0,258.2328000316356,37155,690,2127,456,1814,349,1092,1421,1626,3734,1,418,807
"LINESTRING (-3.692882699999999 40.423521650000424, -3.6931017662099985 40.42357246912043, -3.693924083789998 40.42376323088044, -3.6941431499999986 40.423814050000445)",2726,2725,0,False,143.81425715335658,3,0,0,2,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,0,0,0,0,0,0,0,0,0,475.1536413794346,33437,1136,1805,1491,1896,2279,3189,801,2553,2894,5,12,356
"LINESTRING (-3.694534215312048 40.42391233824011, -3.6946590999999995 40.4238921, -3.694562875653936 40.423871341719185, -3.6943768 40.423831199999995, -3.694367239196755 40.423830498233364, -3.6941431499999986 40.423814050000445)",5285,2725,0,True,72.22501860261487,1,0,0,3,0,0,0,0,0,2,2,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,0,1,0,0,0,1,0,1,1,131.019820952356,14097,762,372,3223,29,664,1260,1323,3385,3085,0,345,28
"LINESTRING (-3.692152099999999 40.42549219999999, -3.69223344781359 40.42528254542095, -3.692558944046844 40.42444365654673, -3.6928440203764366 40.42370894032954, -3.6929138000000004 40.4235291, -3.692882699999999 40.423521650000424)",2981,2726,0,True,237.57942254862027,0,0,0,3,0,0,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,50.0,2,0,0,0,0,1,0,2,1,67.85775469540425,40984,982,2239,1741,1295,2413,135,1116,2936,552,0,340,507
"LINESTRING (-3.6956435 40.42005229999999, -3.6958684045 40.42004917349999, -3.6966342954999996 40.4200385265, -3.6968592 40.4200354)",2995,3012,0,True,135.125756235612,0,0,0,2,0,1,2,2,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.0,50.0,1,0,0,0,0,1,0,1,1,230.5014128420051,45888,962,1895,471,434,1991,1821,426,1252,3405,1,655,257
"LINESTRING (-3.6977371 40.422168899999996, -3.6978184932300007 40.42195916968999, -3.69799640677 40.421500730309994, -3.6980778000000005 40.421291)",2996,3004,0,True,104.6587707499886,0,0,0,1,0,3,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,50.0,1,0,0,0,0,0,0,1,0,82.378761152482,16160,1308,1451,3105,423,1704,1632,955,2712,1275,1,389,151
